year,name,rank,countrycode,networthusbillion,typeofwealth,gender,age,industry,companytype,relationshiptocompany
2001,Theodore Waitt,234,USA,2,founder non-finance,male,38,Technology-Computer,new,founder
2014,Thomas and Raymond Kwok,86,HKG,12.6,inherited,male,,Real Estate,new,Relation
2001,Thomas Bailey,490,USA,1,self-made finance,male,64,Money Management,new,founder
2014,Thomas Bailey,1565,USA,1,self-made finance,male,77,Money Management,new,founder
2014,Thomas Bruch,828,DEU,2.1,inherited,male,63,"Retail, Restaurant",new,relation
2001,Thomas Flatley,452,USA,1.1,self-made finance,male,68,Real Estate,new,founder
1996,Thomas Frist,380,USA,1.1,founder non-finance,male,57,Technology-Medical,new,founder/relation
2001,Thomas Frist,363,USA,1.4,founder non-finance,male,62,Technology-Medical,new,founder/relation
2014,"Thomas Frist, Jr.",227,USA,6.1,founder non-finance,male,75,Technology-Medical,new,founder/relation
2014,Thomas Kaplan,1565,USA,1,self-made finance,male,51,Diversified financial,new,founder
2014,Thomas Lee,1154,USA,1.5,self-made finance,male,69,Private equity/leveraged buyout,new,founder
2014,Thomas Meyer,988,CHE,1.8,founder non-finance,male,,Consumer,new,founder
2014,Thomas Peterffy,147,USA,8.8,self-made finance,male,69,Money Management,new,"founder, chairman, ceo",,,,,,,,,,,,
2001,Thomas Pritzker,57,USA,5.5,inherited,male,50,Real Estate,aquired,relation
2014,Thomas Pritzker,580,USA,2.9,inherited,male,63,Real Estate,aquired,relation
2014,Thomas Sandell,1284,SWE,1.3,self-made finance,male,53,Hedge funds,new,founder
1996,Thomas Schmidheiny,200,CHE,2,inherited,male,50,Constrution,new,relation
2001,Thomas Schmidheiny,179,CHE,2.6,inherited,male,55,Constrution,new,relation
2014,Thomas Schmidheiny,256,CHE,5.5,inherited,male,68,Constrution,new,relation
2014,Thomas Secunda,1046,USA,1.7,founder non-finance,male,59,Media, new,founder
2001,Thomas Siebel,209,USA,2.2,founder non-finance,male,48,Technology-Computer,new,founder
2014,Thomas Siebel,869,USA,2,founder non-finance,male,61,Technology-Computer,new,founder
2014,Thomas Steyer,1143,USA,1.6,self-made finance,male,56,Hedge funds,new,founder
2014,Thomas Straumann,1465,CHE,1.1,inherited,male,50,Consumer,new,relation
2014,Thomas Struengmann,446,DEU,3.5,founder non-finance,male,64,Technology-Medical,new,founder
2014,Thongma Vijitpongpun,1442,THA,1.2,self-made finance,male,55,Real Estate,new,founder
2014,Tian Ming,1372,CHN,1.2,executive,male,60,Non-consumer industrial,new,owner
2014,Tilman Fertitta,731,USA,2.4,founder non-finance,male,56,"Retail, Restaurant",aquired,founder
2014,Timothy Boyle,1465,USA,1.1,inherited,male,64,Consumer,new,relation
2014,Timothy Headington,687,USA,2.5,privatized and resources,male,63,Energy,new,founder
2014,Timur Kulibaev,988,KAZ,1.8,privatized and resources,male,47,Money Management,privatization,owner
1996,Tiong Hiew King,75,MYS,3.4,privatized and resources,male,60,Mining and metals,new,founder
2001,Tiong Hiew King,336,MYS,1.5,privatized and resources,male,65,Mining and metals,new,founder
2014,Tiong Hiew King,988,MYS,1.8,privatized and resources,male,78,Mining and metals,new,founder
2014,Todd Wagner,1210,USA,1.4,founder non-finance,male,53,Media,new,founder
2001,Toichi Takenaka,490,JPN,1,inherited,male,58,Constrution,new,relation
2014,Tom Benson,1154,USA,1.5,founder non-finance,male,86,Other,new,founder
2014,Tom Golisano,828,USA,2.1,founder non-finance,male,72,Other,new,founder
2001,Tom Gores,490,USA,1,self-made finance,male,36,Private equity/leveraged buyout,new,founder
2014,Tom Gores,580,USA,2.9,self-made finance,male,49,Private equity/leveraged buyout,new,founder
2014,Tom Love,1036,USA,1.8,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Tong Jinquan,642,CHN,2.7,self-made finance,male,59,Real Estate,new,chairman
2014,Tony Tan Caktiong,1046,PHL,1.7,founder non-finance,male,61,"Retail, Restaurant",new,founder
2014,Tor Peterson,796,USA,2.2,privatized and resources,male,49,Mining and metals,new,employee
2014,Torbjorn Tornqvist,663,SWE,2.6,privatized and resources,male,60,Energy,new,founder
2014,Tory Burch,1565,USA,1,founder non-finance,female,47,Consumer,new,founder
2014,Trevor Rees-Jones,328,USA,4.5,privatized and resources,male,62,Energy,new,founder
2014,Tsai Cheng-da,988,Taiwan,1.8,inherited,male,,Money Management,new,relation
2014,Tsai Eng-Meng,130,Taiwan,9.5,inherited,male,57,Consumer,new,relation
2014,Tsai Hong-tu,869,Taiwan,2,inherited,male,61,Money Management,new,relation
2014,Tsai Ming-Kai,1092,Taiwan,1.6,executive,male,63,Technology-Computer,new,ceo
1996,Tsai Wan-lin,5,Taiwan,12.2,self-made finance,male,71,Hedge funds,new,founder
2001,Tsai Wan-lin,104,Taiwan,3.8,self-made finance,male,76,Hedge funds,new,founder
2014,Tsai Wan-Tsai,173,Taiwan,7.6,self-made finance,male,84,Money Management,new,founder
2014,Tseng Shin-Yi,931,Taiwan,1.9,founder non-finance,male,86,Non-consumer industrial,new,founder
2014,Tu Jianhua,1372,CHN,1.2,executive,male,50,Consumer,new,chairman
2001,Ty Warner,98,USA,4,founder non-finance,male,57,Consumer,new,founder
2014,Ty Warner,663,USA,2.6,self-made finance,male,69,Real Estate,new,founder
2014,Uday Kotak,396,IND,3.8,self-made finance,male,54,Money Management,new,founder
2014,Vadim Moshkovich,1284,RUS,1.3,privatized and resources,male,46,Consumer,new,founder
2014,Vadim Novinsky,1154,UKR,1.5,privatized and resources,male,50,Non-consumer industrial,new,owner
2001,Vagit Alekperov,387,RUS,1.3,privatized and resources,male,50,Energy,new,founder
2014,Vagit Alekperov,76,RUS,13.6,privatized and resources,male,63,Energy,new,founder
2014,Valery Kogan,687,RUS,2.5,self-made finance,male,62,Real Estate,new,investor
2014,Vanich Chaiyawan,429,THA,3.7,self-made finance,male,,Money Management,new,Chairman
2014,Vasily Anisimov,663,RUS,2.6,privatized and resources,male,62,Mining and metals,new,investor
2014,Venugopal Dhoot,1092,IND,1.6,inherited,male,62,Technology-Computer,new,relation
1996,Verspieren family,189,FRA,2,inherited,,0,Non-consumer industrial,new,,,,,,,,,,,,,
2014,Vichai Srivaddhanaprabha,1154,THA,1.5,founder non-finance,male,56,"Retail, Restaurant",new,founder
2014,Victor Civita Neto,1540,BRA,1.1,inherited,male,,Media,new,relation
2001,Victor Fung,452,HKG,1.1,inherited,male,56,"Retail, Restaurant",new,relation
2014,Victor Fung,764,USA,2.3,inherited,male,68,Other,new,relation
2014,Victor Gradin,1154,BRA,1.5,executive,male,81,Constrution,new,owner
2014,Victor Pinchuk,506,UKR,3.2,privatized and resources,male,53,Non-consumer industrial,new,founder
2014,Vikram Lal,1540,IND,1.1,inherited,male,71,Consumer,new,relation
2001,Viktor Chernomyrdin,452,RUS,1.1,privatized and resources,male,,Energy,state owned enterprise,founder
2014,Viktor Rashnikov,609,RUS,2.8,privatized and resources,male,65,Non-consumer industrial,privatization,general director
2014,Viktor Vekselberg,51,RUS,17.2,privatized and resources,male,56,Mining and metals,new,founder
2014,Vincent Bollore,183,FRA,7.4,inherited,male,61,Diversified financial,new,relation
2014,Vincent Lo,828,HKG,2.1,self-made finance,male,65,Real Estate,new,founder
2014,Vincent McMahon,1372,USA,1.2,inherited,male,68,0,new,relation
2001,Vincent Smith,387,USA,1.3,founder non-finance,male,,Technology-Computer,new,founder
2014,Vincent Tan,1092,MYS,1.6,privatized and resources,male,62,Diversified financial,privatization,founder
2001,Vinod Khosla,490,USA,1,self-made finance,male,46,Venture Capital,new,founder
2014,Vinod Khosla,1154,USA,1.5,self-made finance,male,59,Venture Capital,new,founder
2001,Viscount Rothermere,452,GBR,1.1,inherited,male,,Media,new,relation
2014,Vito Rodriguez Rodriguez,1465,PER,1.1,founder non-finance,male,75,Consumer,new,founder
2014,Vivek Chaand Sehgal,1565,AUS,1,founder non-finance,male,57,Consumer,new,founder
2001,Vladimir Bogdanov,312,RUS,1.6,privatized and resources,male,49,Energy,privatization,president
2014,Vladimir Bogdanov,663,RUS,2.6,privatized and resources,male,62,Energy,privatization,president
2014,Vladimir Gruzdev,1284,RUS,1.3,self-made finance,male,47,Diversified financial,new,founder
2014,Vladimir Iorich,1210,DEU,1.4,privatized and resources,male,55,Mining and metals,new,owner
2014,Vladimir Kim,1078,KAZ,1.7,privatized and resources,male,53,Mining and metals,privatization,investor
2014,Vladimir Lisin,53,RUS,16.6,privatized and resources,male,57,Non-consumer industrial,aquired,owner
2001,Vladimir Potanin,272,RUS,1.8,privatized and resources,male,40,Mining and metals,new,founder
2014,Vladimir Potanin,86,RUS,12.6,privatized and resources,male,53,Mining and metals,new,founder
2014,Vladimir Scherbakov,1210,RUS,1.4,privatized and resources,male,64,Consumer,new,founder
2014,Vladimir Yevtushenkov,141,RUS,9,privatized and resources,male,65,Media,new,Chairman/founder
1996,Von Siemens family,119,DEU,2.6,inherited,,0,Non-consumer industrial,new,,,,,,,,,,,,,
2014,Vyacheslav Kantor,869,RUS,2,privatized and resources,male,60,Consumer,privatization,president
2014,W. Herbert Hunt,609,USA,2.8,inherited,male,85,Energy,new,relation
2001,Wallace McCain,387,CAN,1.3,founder non-finance,male,71,Consumer,new,founder
1996,Walter Annenberg,65,USA,3.7,inherited,male,0,Media,aquired,relation
2001,Walter Annenberg,98,USA,4,inherited,male,,Media,aquired,relation
2014,Walter Faria,396,BRA,3.8,executive,male,58,Consumer,aquired,owner
2014,Walter Frey,1284,CHE,1.3,inherited,male,70,"Retail, Restaurant",new,relation
1996,Walter Haefner,25,CHE,5.5,founder non-finance,male,85,Technology-Computer,new,founder
2001,Walter Haefner,64,CHE,5.3,founder non-finance,male,90,Technology-Computer,new,founder
2014,Walter Kwok,281,HKG,5,inherited,male,63,Real Estate,new,relation
2001,Walter Scott Jr,452,USA,1.1,executive,male,69,Constrution,new,former CEO
2014,"Walter Scott, Jr.",580,USA,2.9,executive,male,82,Constrution,new,former CEO
1996,Walter Thomas and Raymond Kwok,6,HKG,11.2,inherited,male,0,Real Estate,new,Relation
2001,Walter Thomas and Raymond Kwok,23,HKG,11.5,inherited,male,,Real Estate,new,Relation
2014,Walther Moreira Salles Junior,580,BRA,2.9,inherited,male,57,Money Management,new,relation
2014,Wang Changtian,764,CHN,2.3,founder non-finance,male,48,Media,new,chairman
2014,Wang Chuanfu,345,CHN,4.3,founder non-finance,male,48,Consumer,new,founder
2014,Wang Jianfeng,1565,CHN,1,founder non-finance,male,44,Consumer,new,founder
2014,Wang Jianlin,64,CHN,15.1,self-made finance,male,59,Real Estate,new,founder
2014,Wang Jing,1210,CHN,1.4,executive,male,41,Media,new,chairman
2014,Wang Junmin,1046,CHN,1.7,founder non-finance,male,45,Technology-Medical,new,founder
2014,Wang Kunxiao,1210,CHN,1.4,privatized and resources,male,44,Energy,new,founder
2014,Wang Laichun,1540,CHN,1.1,executive,female,46,Technology-Computer,new,chairwomen
2014,Wang Laisheng,1540,CHN,1.1,executive,male,49,Technology-Computer,new,owner
2014,Wang Muqing,1565,CHN,1,founder non-finance,male,63,"Retail, Restaurant",new,founder
2014,Wang Wei,375,CHN,4,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Wang Wenjing,1284,CHN,1.3,founder non-finance,male,49,Technology-Computer,new,chairman
2014,Wang Wenxue,869,CHN,2,self-made finance,male,46,Real Estate,new,chairman
2014,Wang Wenyin,354,CHN,4.2,privatized and resources,male,46,Mining and metals,new,owner
2014,Wang Yong,1565,CHN,1,founder non-finance,male,63,Consumer,new,founder
1996,Wang Yue-che,72,Taiwan,3.5,founder non-finance,male,79,Consumer,new,founder
2001,Wang Yue-che,174,Taiwan,2.7,founder non-finance,male,84,Consumer,new,founder
2014,Wang Yung-Tsai,520,Taiwan,3.1,founder non-finance,male,93,Non-consumer industrial,new,founder
2014,Wang Yusuo,551,CHN,3,privatized and resources,male,49,Energy,new,founder
1996,Warren Buffett,2,USA,15,founder non-finance,male,65,Consumer,new,founder
2001,Warren Buffett,2,USA,32.3,founder non-finance,male,70,Consumer,new,founder
2014,Warren Buffett,4,USA,58.2,founder non-finance,male,83,Consumer,aquired,founder
2014,Warren Stephens,687,USA,2.5,inherited,male,57,Money Management,new,relation
1996,Wee Cho Yaw,331,SGP,1.2,inherited,male,67,Money Management,new,relation
2001,Wee Cho Yaw,490,SGP,1,inherited,male,72,Money Management,new,relation
2014,Wee Cho Yaw,270,SGP,5.2,inherited,male,85,Money Management,new,relation
2014,Wei Ing-Chou,931,Taiwan,1.9,founder non-finance,male,61,Consumer,new,founder
2014,Wei Jianjun,196,CHN,6.9,privatized and resources,male,50,Consumer,privatization,chairman
2014,Wei Shaojun,1356,CHN,1.3,self-made finance,male,51,Real Estate,new,founder
2014,Wei Yin-Chun,931,Taiwan,1.9,founder non-finance,male,57,Consumer,new,founder
2014,Wei Ying-Chiao,931,Taiwan,1.9,founder non-finance,male,59,Consumer,new,founder
2014,Wei Yin-Heng,931,Taiwan,1.9,founder non-finance,male,55,Consumer,new,founder
2014,Wen Jianping,1092,CHN,1.6,founder non-finance,male,52,Other,new,founder
2014,Wen Yibo,1154,CHN,1.5,founder non-finance,male,48,Non-consumer industrial,new,founder
1996,Werhahn family,390,DEU,1,inherited,,0,Constrution,new,,,,,,,,,,,,,
2014,Werner Voigt,1284,BRA,1.3,founder non-finance,male,84,Non-consumer industrial,new,founder
2014,Whitney MacMillan,305,USA,4.8,inherited,male,85,Money Management,new,relation
2014,"Wilbur Ross, Jr.",609,USA,2.8,self-made finance,male,76,Diversified financial,new,founder
1996,Willi and Isolde Liebherr,268,CHE,1.5,inherited,married couple,0,Constrution,new,relation
2001,Willi and Isolde Liebherr,363,CHE,1.4,inherited,married couple,,Constrution,new,relation
2014,William Ackman,1203,USA,1.5,self-made finance,male,47,Hedge funds,new,founder
2014,"William Conway, Jr.",520,USA,3.1,self-made finance,male,64,Private equity/leveraged buyout,new,founder
2001,William Cook,452,USA,1.1,founder non-finance,male,69,Technology-Medical,new,founder
1996,William Davidson,336,USA,1.2,executive,male,73,Non-consumer industrial,new,relation
2001,William Davidson,198,USA,2.3,executive,male,78,Non-consumer industrial,new,relation
2014,William Ding,354,CHN,4.2,founder non-finance,male,42,Technology-Computer,new,founder and CEO
2014,William Erbey,687,USA,2.5,self-made finance,male,64,Money Management,new,executive chairman
2014,William Fisher,869,USA,2,inherited,male,56,Consumer,new,relation
1996,William Ford,372,USA,1.1,inherited,male,0,Consumer,new,relation
2001,William Ford,363,USA,1.4,inherited,male,,Consumer,new,relation
2014,"William Ford, Sr.",1270,USA,1.4,inherited,male,88,Consumer,new,relation
2001,William France Jr,490,USA,1,inherited,male,68,Other,new,relation
2001,William Fung,452,HKG,1.1,inherited,male,53,Consumer,new,relation
2014,William Fung,687,HKG,2.5,inherited,male,65,Other,new,relation
2001,William Hearst III,490,USA,1,inherited,male,51,Media,new,relation
1996,William Hewlett,106,USA,2.9,founder non-finance,male,0,Technology-Computer,new,founder
2001,William Kellogg,363,USA,1.4,executive,male,57,"Retail, Restaurant",new,CEO
2014,William Koch,396,USA,3.8,inherited,male,73,Energy,new,relation
2001,William Levine,387,USA,1.3,founder non-finance,male,,Constrution,new,founder
2014,William Macaulay,1372,USA,1.2,privatized and resources,male,68,Energy,new,founder
2014,"William Moncrief, Jr.",1565,USA,1,inherited,male,93,Energy,new,relation
2001,William Morean,312,USA,1.6,founder non-finance,male,45,Technology-Computer,new,founder
1996,William Wrigley,216,USA,1.9,inherited,male,32,Consumer,new,relation
2001,William Wrigley,146,USA,3.1,inherited,male,37,Consumer,new,relation
2014,"William Wrigley, Jr.",687,USA,2.5,inherited,male,50,Consumer,new,relation
2014,Wilma Tisch,1203,USA,1.5,inherited,female,86,Diversified financial,new,relation
2014,Winnie Johnson-Marquart,551,USA,3,inherited,female,54,Consumer,new,relation
1996,Winthrop Rockefeller,416,USA,1,inherited,male,47,Energy,new,relation
2001,Winthrop Rockefeller,421,USA,1.2,inherited,male,52,Energy,new,relation
2014,Wolfgang Herz,328,DEU,4.5,inherited,male,63,Consumer,new,relation
2014,Wolfgang Leitner,931,AUT,1.9,executive,male,60,Other,new,president and ceo
2014,Wolfgang Marguerre,466,DEU,3.4,founder non-finance,male,73,Technology-Medical,new,founder
2014,Wolfgang Reimann,483,DEU,3.3,inherited,male,61,Consumer,aquired,relation
2014,Wong Kwong Yu,1143,CHN,1.6,privatized and resources,male,44,"Retail, Restaurant",new,investor
2014,Wong Luen Hei,1092,CHN,1.6,founder non-finance,male,52,Non-consumer industrial,new,founder
2014,Wong Man Li,1372,HKG,1.2,founder non-finance,male,49,Consumer,new,founder
1996,Wonowidjojo family,17,IDN,6.7,inherited,,0,Consumer,new,,,,,,,,,,,,,
2014,Wu Chung-Yi,1565,Taiwan,1,executive,male,55,Non-consumer industrial,new,investor
2014,Wu Guangming,988,CHN,1.8,founder non-finance,male,52,Technology-Medical,new,founder
2014,Wu Xiong,1565,CHN,1,executive,male,,Consumer,new,owner
2014,Wu Yajun,408,CHN,3.7,privatized and resources,female,50,Real Estate,new,founder
2014,Wu Yiling,925,CHN,2,founder non-finance,male,64,Technology-Medical,new,founder
2014,Xavier Niel,162,FRA,8.2,founder non-finance,male,46,Technology-Computer,new,founder
2014,Xiong Xuqiang,1210,HKG,1.4,self-made finance,male,57,Real Estate,new,founder
2014,Xiu Li Hawken,1372,GBR,1.2,self-made finance,female,51,Real Estate,new,owner
2014,Xu Jingren,764,CHN,2.3,founder non-finance,male,69,Technology-Medical,new,founder
2014,Xue Xiangdong,764,CHN,2.3,founder non-finance,male,55,Technology-Computer,new,founder
1996,Yahaya Ahmad,360,MYS,1.1,privatized and resources,male,0,Consumer,state owned enterprise,Chairman and Chief Executive Officer
2014,Yan Zhi,1465,CHN,1.1,self-made finance,male,41,Real Estate,new,founder
2014,Yang Huiyan,196,CHN,6.9,inherited,female,32,Real Estate,new,relation
2014,Yang Kai,609,CHN,2.8,executive,male,57,Consumer,new,chairman
2014,Yang Keng,1565,CHN,1,self-made finance,male,53,Real Estate,new,chairman
2014,Yao Wenbin,1540,CHN,1.1,founder non-finance,male,43,Technology-Computer,new,founder
2014,Yasseen Mansour,988,EGY,1.8,inherited,male,52,Diversified financial,new,relation
2014,Yasumitsu Shigeta,663,JPN,2.6,founder non-finance,male,49,Media,new,founder
1996,Yasuo Takei,30,JPN,5.2,self-made finance,male,66,Money Management,new,founder
2001,Yasuo Takei,37,JPN,8.3,self-made finance,male,71,Money Management,new,founder
1996,Yasuyuki Nambu,134,JPN,2.5,founder non-finance,male,0,"Retail, Restaurant",new,founder
2001,Yasuyuki Nambu,251,JPN,1.9,founder non-finance,male,,"Retail, Restaurant",new,founder
1996,Yaw Teck-seng,121,MYS,2.6,privatized and resources,male,0,Mining and metals,new,founder
2014,Ye Cheng,1442,CHN,1.2,self-made finance,male,52,Diversified financial,new,chairman
2014,Ye Chenghai,642,HKG,2.7,executive,male,70,Technology-Medical,new,chairman
1996,Yeoh Tiong Lay,264,MYS,1.5,founder non-finance,male,0,0,new,founder
